Title,City,Salary,EmploymentType,JobURL,Current_Date_Time
TRIBAL INTERN - Data Analyst,Phoenix,$20 / hr,Contractor,"https://www.ziprecruiter.com/c/Central-Arizona-Project/Job/TRIBAL-INTERN-Data-Analyst/-in-Phoenix,AZ?jid=d9df4b57a4a7474f",2024-02-01T22:01:56Z
Quality Assurance Senior Associate,Thousand Oaks,$32 - $36 / hr,Contractor,"https://www.ziprecruiter.com/c/Ronin-Staffing,-LLC/Job/Quality-Assurance-Senior-Associate/-in-Thousand-Oaks,CA?jid=351cabcc7cd38e44",2024-02-01T22:01:56Z
Data Analyst,Fremont,$50 - $55 / hr,Contractor,"https://www.ziprecruiter.com/c/TEKsystems/Job/Data-Analyst/-in-Fremont,CA?jid=b7805bc4ae425006",2024-02-01T22:02:00Z
Sr. Material Compliance Engineer,Irvine,$40 - $53 / hr,Contractor,"https://www.ziprecruiter.com/c/Zobility/Job/Sr.-Material-Compliance-Engineer/-in-Irvine,CA?jid=90d91c43fa5bbfe4",2024-02-01T22:02:00Z
Quality Assurance Senior Associate,Thousand Oaks,$32 - $36 / hr,Contractor,"https://www.ziprecruiter.com/c/Ronin-Staffing,-LLC/Job/Quality-Assurance-Senior-Associate/-in-Thousand-Oaks,CA?jid=351cabcc7cd38e44",2024-02-01T22:02:00Z
TRIBAL INTERN - Data Analyst,Phoenix,$20 / hr,Contractor,"https://www.ziprecruiter.com/c/Central-Arizona-Project/Job/TRIBAL-INTERN-Data-Analyst/-in-Phoenix,AZ?jid=d9df4b57a4a7474f",2024-02-01T22:02:00Z
Talent Acquisition Data Scientist,Seattle,$70 - $90 / hr,Contractor,"https://www.ziprecruiter.com/c/TargetCW/Job/Talent-Acquisition-Data-Scientist/-in-Seattle,WA?jid=9c997cd0a063a59f",2024-02-01T22:02:00Z
Clinical-Scientific - Quality Control Chemist,Lake Forest,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Pioneer-Data-Systems,-Inc./Job/Clinical-Scientific-Quality-Control-Chemist/-in-Lake-Forest,IL?jid=521716851892efc0",2024-02-01T22:02:00Z
Registered Nurse RN Home Health,Eastland,$45 - $50 / hr,Contractor,"https://www.ziprecruiter.com/c/A-Line-Staffing-Solutions/Job/Registered-Nurse-RN-Home-Health/-in-Eastland,TX?jid=1ef845fa0627ccc6",2024-02-01T22:02:00Z
Traffic Engineer,Santa Clara,$55 - $75 / hr,Contractor,"https://www.ziprecruiter.com/c/Nextaff/Job/Traffic-Engineer/-in-Santa-Clara,CA?jid=b2addde287442c61",2024-02-01T22:02:00Z
"Data Scientist [XTGL_] _ Buffalo Grove, IL (Hybrid Job) [ASHWWIIN]",San Antonio,$0 / ,Contractor,"https://www.ziprecruiter.com/c/XTGlobal,-Inc./Job/Data-Scientist-[XTGL_]-_-Buffalo-Grove,-IL-(Hybrid-Job)-[ASHWWIIN]/-in-San-Antonio,TX?jid=3cc758cb79e21631",2024-02-01T22:02:00Z
Research Associate II (CRISPR),South San Francisco,$25.52 - $45.13 / hr,Contractor,"https://www.ziprecruiter.com/c/R&D-Partners/Job/Research-Associate-II-(CRISPR)/-in-South-San-Francisco,CA?jid=5f3bd5caa841fc10",2024-02-01T22:02:00Z
Business Analyst,Baton Rouge,$65 - $69 / hr,Contractor,"https://www.ziprecruiter.com/c/Acro-Service-Corporation/Job/Business-Analyst/-in-Baton-Rouge,LA?jid=92409995fca4aefe",2024-02-01T22:02:00Z
Data Engineer,San Francisco,$80 - $85 / hr,Contractor,"https://www.ziprecruiter.com/c/TEKsystems/Job/Data-Engineer/-in-San-Francisco,CA?jid=d5309da8ba5fc3a9",2024-02-01T22:02:00Z
Senior Data Engineer Architect (must be local to Los Angeles),Los Angeles,$100 / hr,Contractor,"https://www.ziprecruiter.com/c/High-IQ-Technology-Staffing-&-Consulting/Job/Senior-Data-Engineer-Architect-(must-be-local-to-Los-Angeles)/-in-Los-Angeles,CA?jid=ba6500409008b67a",2024-02-01T22:02:00Z
Business Analyst,Remote,$45 - $50 / hr,Contractor,"https://www.ziprecruiter.com/c/Capitol-Advisors-on-Technology/Job/Business-Analyst/-in-Remote,OR?jid=a33417ef54df20ea",2024-02-01T22:02:00Z
"Senior Data Scientist Austin, TX / Mountain View, CA ( onsite),6 months contract",Austin,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Suncap-Technology/Job/Senior-Data-Scientist-Austin,-TX-Mountain-View,-CA-(-onsite),6-months-contract/-in-Austin,TX?jid=2705cd5118f6ea09",2024-02-01T22:02:00Z
.NET Developer,San Diego,$40 - $50 / hr,Contractor,"https://www.ziprecruiter.com/c/LHH-Recruitment-Solutions/Job/.NET-Developer/-in-San-Diego,CA?jid=004b3906b3b7d430",2024-02-01T22:02:00Z
Sr. Data Scientist,Bentonville,$0 / ,Contractor,"https://www.ziprecruiter.com/c/CEDENT/Job/Sr.-Data-Scientist/-in-Bentonville,AR?jid=4a394c0679f8f3c7",2024-02-01T22:02:00Z
Data Scientist (Big Data Engineer) 2,Austin,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Abacus-Service-Corporation/Job/Data-Scientist-(Big-Data-Engineer)-2/-in-Austin,TX?jid=d2bdbfc024b04372",2024-02-01T22:02:00Z
Data Scientists,Redmond,$0 / ,Contractor,"https://www.ziprecruiter.com/c/SRI-Tech-solutions-Inc/Job/Data-Scientists/-in-Redmond,WA?jid=b1257ac17adc5a0b",2024-02-01T22:02:00Z
Technical Writer,Fargo,$27 - $28 / hr,Contractor,"https://www.ziprecruiter.com/c/Techdigital-Corporation/Job/Technical-Writer/-in-Fargo,ND?jid=2addbe95043b9240",2024-02-01T22:02:00Z
Data Scientist/Computational Biologist,Redwood City,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Integrated-Resources-INC/Job/Data-Scientist-Computational-Biologist/-in-Redwood-City,CA?jid=32226000f6df6ee9",2024-02-01T22:02:14Z
Sr. Data Scientist,Bentonville,$0 / ,Contractor,"https://www.ziprecruiter.com/c/CEDENT/Job/Sr.-Data-Scientist/-in-Bentonville,AR?jid=4a394c0679f8f3c7",2024-02-01T22:02:14Z
Data Scientists,Redmond,$0 / ,Contractor,"https://www.ziprecruiter.com/c/SRI-Tech-solutions-Inc/Job/Data-Scientists/-in-Redmond,WA?jid=b1257ac17adc5a0b",2024-02-01T22:02:14Z
Mechanical Engineer,Anaheim,$35 - $57 / hr,Contractor,"https://www.ziprecruiter.com/c/NESC-Staffing,-Corp/Job/Mechanical-Engineer/-in-Anaheim,CA?jid=2f2beda94bf8a799",2024-02-01T22:02:14Z
Data Scientist,Redmond,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Talent-Software-Services,-Inc./Job/Data-Scientist/-in-Redmond,WA?jid=183c51e62656a34a",2024-02-01T22:02:14Z
Digital Marketing Data Scientist,Palo Alto,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Alten-Calsoft-Labs/Job/Digital-Marketing-Data-Scientist/-in-Palo-Alto,CA?jid=5254b5087b4c8cdc",2024-02-01T22:02:14Z
Clinical Research Coordinator,Torrance,$25 - $33 / hr,Contractor,"https://www.ziprecruiter.com/c/Actalent/Job/Clinical-Research-Coordinator/-in-Torrance,CA?jid=28e712f2775e0b9c",2024-02-01T22:02:14Z
Data Scientist,Downey,$65 - $70 / hr,Contractor,"https://www.ziprecruiter.com/c/Artech/Job/Data-Scientist/-in-Downey,CA?jid=25e17583c7e8f32a",2024-02-01T22:02:14Z
Technical Writer,Fargo,$27 - $28 / hr,Contractor,"https://www.ziprecruiter.com/c/Techdigital-Corporation/Job/Technical-Writer/-in-Fargo,ND?jid=2addbe95043b9240",2024-02-01T22:02:14Z
Data Science Graduate,Los Angeles,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Reesby-IT/Job/Data-Science-Graduate/-in-Los-Angeles,CA?jid=2a8231b2e5e6305a",2024-02-01T22:02:14Z
Data Scientist,Palo Alto,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Pyramid-Consulting/Job/Data-Scientist/-in-Palo-Alto,CA?jid=682a693a9810c93c",2024-02-01T22:02:14Z
Business Systems Analyst - IT - III,Foster City,$70 - $80 / hr,Contractor,"https://www.ziprecruiter.com/c/Integrated-Resources,-Inc/Job/Business-Systems-Analyst-IT-III/-in-Foster-City,CA?jid=25668de01aad34c0",2024-02-01T22:02:14Z
PeopleSoft Financials Support,San Antonio,$55 - $65 / hr,Contractor,"https://www.ziprecruiter.com/c/e-Solutions-Inc/Job/PeopleSoft-Financials-Support/-in-San-Antonio,TX?jid=5d0f9d99712d8076",2024-02-01T22:02:14Z
Media Support Analyst,Los Angeles,$16 / hr,Contractor,"https://www.ziprecruiter.com/c/Techlink-Systems/Job/Media-Support-Analyst/-in-Los-Angeles,CA?jid=4af3699c3acd4d44",2024-02-01T22:02:14Z
"C2H - Sr Data Scientist (SQL, Python, Spark, Pyspark, Hive) - Remote",Santa Ana,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Tanson-Corp/Job/C2H-Sr-Data-Scientist-(SQL,-Python,-Spark,-Pyspark,-Hive)-Remote/-in-Santa-Ana,CA?jid=729eb85ef26dc85a",2024-02-01T22:02:14Z
Data Scientist - 4,San Francisco,$0 / ,Contractor,"https://www.ziprecruiter.com/c/NATA-Certified-|-Columbus-OH-FBO-|-Rickenbacker-Aviation/Job/Data-Scientist-4/-in-San-Francisco,CA?jid=57488f0bda5ab4e8",2024-02-01T22:02:14Z
Senior Data Scientist,Santa Clara,$160K - $200K / yr,Contractor,"https://www.ziprecruiter.com/c/Pyramid-Consulting/Job/Senior-Data-Scientist/-in-Santa-Clara,CA?jid=9df51e7608943684",2024-02-01T22:02:14Z
Data Scientist with Marketing exp.,Redmond,$0 / ,Contractor,"https://www.ziprecruiter.com/c/turacoz-Solution-LLC/Job/Data-Scientist-with-Marketing-exp./-in-Redmond,WA?jid=f34978904f330ef1",2024-02-01T22:02:14Z
La technician/Chemical,Dixon,$23 - $26 / hr,Contractor,"https://www.ziprecruiter.com/c/RGBSI-Aerospace-&-Defense/Job/La-technician-Chemical/-in-Dixon,CA?jid=5a0cebe4cd2e65c2",2024-02-01T22:02:14Z
CONTRACT - Senior Data Scientist (NTD),Redmond,$74 - $110 / hr,Contractor,"https://www.ziprecruiter.com/c/Nintendo/Job/CONTRACT-Senior-Data-Scientist-(NTD)/-in-Redmond,WA?jid=9108744600ecd052",2024-02-01T22:02:14Z
Data Scientist - 4,San Francisco,$0 / ,Contractor,"https://www.ziprecruiter.com/c/NATA-Certified-|-Columbus-OH-FBO-|-Rickenbacker-Aviation/Job/Data-Scientist-4/-in-San-Francisco,CA?jid=57488f0bda5ab4e8",2024-02-01T22:02:19Z
Senior Data Scientist,Santa Clara,$160K - $200K / yr,Contractor,"https://www.ziprecruiter.com/c/Pyramid-Consulting/Job/Senior-Data-Scientist/-in-Santa-Clara,CA?jid=9df51e7608943684",2024-02-01T22:02:19Z
Food Safety Specialist,San Francisco,$30 / hr,Contractor,"https://www.ziprecruiter.com/c/Acro-Service-Corporation/Job/Food-Safety-Specialist/-in-San-Francisco,CA?jid=5df19156eb90b533",2024-02-01T22:02:19Z
Data Scientist Consultant,Englewood,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Atria-Group-LLC/Job/Data-Scientist-Consultant/-in-Englewood,CO?jid=5c3267f21187d73f",2024-02-01T22:02:19Z
Registered Infusion Nurse (AIC),Orange,$55 - $65 / hr,Contractor,"https://www.ziprecruiter.com/c/AmeriPharma,-a-Harpers-Pharmacy-Company/Job/Registered-Infusion-Nurse-(AIC)/-in-Orange,CA?jid=bc0b336be0950059",2024-02-01T22:02:19Z
"Senior Data Scientist - Inference, Marketing Technology (12 - 18 Month Contract)",San Francisco,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Airbnb/Job/Senior-Data-Scientist-Inference,-Marketing-Technology-(12-18-Month-Contract)/-in-San-Francisco,CA?jid=293c9fe11b5d9364",2024-02-01T22:02:19Z
Senior Research Scientist /Data Scientist,Seattle,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Comtech-LLC/Job/Senior-Research-Scientist-Data-Scientist/-in-Seattle,WA?jid=aa43e8e2a13e67e2",2024-02-01T22:02:19Z
Electrical Engineer,Anaheim,$40 - $50 / hr,Contractor,"https://www.ziprecruiter.com/c/Visium-Resources,-Inc./Job/Electrical-Engineer/-in-Anaheim,CA?jid=76abc3d67cffca2e",2024-02-01T22:02:19Z
Data Scientist with Motion Learning Experience,Redmond,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Zen3/Job/Data-Scientist-with-Motion-Learning-Experience/-in-Redmond,WA?jid=7f684f31c0ab3fe5",2024-02-01T22:02:19Z
Data Scientist - 4,Daly City,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Canada-Quality-Manager-I-(Engineering)-:-22-22011-.-Engineering-Jobs-|-Engineer-Careers-Canada/Job/Data-Scientist-4/-in-Daly-City,CA?jid=5135be5b7de25d5e",2024-02-01T22:02:19Z
ENGINEERING TECHNICIAN/ NAVSEA,Keyport,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Strategic-Technology-Institute,-Inc/Job/ENGINEERING-TECHNICIAN-NAVSEA/-in-Keyport,WA?jid=972603b3b9081e06",2024-02-01T22:02:19Z
Data Scientist,San Ramon,$0 / ,Contractor,"https://www.ziprecruiter.com/c/360-IT-Professionals/Job/Data-Scientist/-in-San-Ramon,CA?jid=51fcdacbff379211",2024-02-01T22:02:19Z
"Associate Brand Manager, Digital Marketing - Nutrition (Montreal/11 month contract) / Chef de mar...",Montreal,$0 / ,Contractor,https://track.jobadx.com/v1/clk/dz16aXByZWNydWl0ZXItaW5jJmE9ZGl2ZXJzaXR5aW5jJmY9ZDA0MTZhMmJlMTZlMDBlNTg4NDExZjBlZDdhNTBmNmMmaj0yZmUyN2E1OS0zYTA0LTQyNGQtOGJjMy1kYWMxYjg5MTZjYTgmYz0wLjI1JmNqPTc5ZmY2MWMyLTBlYjAtNDY4Ni1hYmIzLTNhM2I2NWNiYjIxOQ?1=,2024-02-01T22:02:19Z
"Senior Technical & Content Writer - Scientific, Technology, and/or AI",Berkeley,$80 - $110 / hr,Contractor,"https://www.ziprecruiter.com/c/Off-Base-Productions-LLC/Job/Senior-Technical-&-Content-Writer-Scientific,-Technology,-and-or-AI/-in-Berkeley,CA?jid=7c573a01c3327434",2024-02-01T22:02:19Z
Specimen Lab Assistant,Calabasas,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Pride-Health/Job/Specimen-Lab-Assistant/-in-Calabasas,CA?jid=998f1c52a1ab1293",2024-02-01T22:02:19Z
Software Engineer IV,Redwood City,$85 - $95 / hr,Contractor,"https://www.ziprecruiter.com/c/Mason-Grey-Corporation/Job/Software-Engineer-IV/-in-Redwood-City,CA?jid=d49a84e73247aa4d",2024-02-01T22:02:19Z
Business Systems Analyst,San Diego,$32 / hr,Contractor,"https://www.ziprecruiter.com/c/A.P.R.,-Inc.-(AlphaProTemps)/Job/Business-Systems-Analyst/-in-San-Diego,CA?jid=2d244d720e7c9bd4",2024-02-01T22:02:19Z
Data Scientist,Concord,$0 / ,Contractor,"https://www.ziprecruiter.com/c/H1B-Sponsorship-Jobs-in-Usa/Job/Data-Scientist/-in-Concord,CA?jid=c9b132e70a925e44",2024-02-01T22:02:19Z
IT Systems Administrator Contractor,Provo,$40 - $60 / hr,Contractor,"https://www.ziprecruiter.com/c/Plexos-Group/Job/IT-Systems-Administrator-Contractor/-in-Provo,UT?jid=9a784b1b516b9998",2024-02-01T22:02:19Z
Technician: Validation - I,Chandler,$21 / hr,Contractor,"https://www.ziprecruiter.com/c/Infobahn-SoftWorld-Inc/Job/Technician:-Validation-I/-in-Chandler,AZ?jid=d486f39bb788e39d",2024-02-01T22:02:19Z
Household Science Teacher (Part Time),Los Angeles,$65 - $70 / hr,Contractor,"https://www.ziprecruiter.com/c/Concorde-Education/Job/Household-Science-Teacher-(Part-Time)/-in-Los-Angeles,CA?jid=b0658db581cc96fd",2024-02-01T22:02:23Z
Environmental Scientist,Houston,$40 - $50 / hr,Contractor,"https://www.ziprecruiter.com/c/INNOVATIVE-TURNAROUND-CONTROLS-LTD/Job/Environmental-Scientist/-in-Houston,TX?jid=3679ebfbf7cb95c6",2024-02-01T22:02:23Z
"Associate Brand Manager, Digital Marketing - Nutrition (Montreal/11 month contract) / Chef de mar...",Montreal,$0 / ,Contractor,https://track.jobadx.com/v1/clk/dz16aXByZWNydWl0ZXItaW5jJmE9ZGl2ZXJzaXR5aW5jJmY9ZDA0MTZhMmJlMTZlMDBlNTg4NDExZjBlZDdhNTBmNmMmaj0yZmUyN2E1OS0zYTA0LTQyNGQtOGJjMy1kYWMxYjg5MTZjYTgmYz0wLjI1JmNqPTc5ZmY2MWMyLTBlYjAtNDY4Ni1hYmIzLTNhM2I2NWNiYjIxOQ?1=,2024-02-01T22:02:23Z
Event Helper/Coordinator for SXSW Trade Show,Austin,$14 / hr,Contractor,"https://www.ziprecruiter.com/c/DataMesh/Job/Event-Helper-Coordinator-for-SXSW-Trade-Show/-in-Austin,TX?jid=ce6ba4f3fa4e9a48",2024-02-01T22:02:23Z
"Title V Data Research Analyst, Institutional Planning & Research Department",Los Angeles,"$5,666.67 / mo",Contractor,"https://www.ziprecruiter.com/c/Mount-St.Marys-College,-Los-Angeles/Job/Title-V-Data-Research-Analyst,-Institutional-Planning-&-Research-Department/-in-Los-Angeles,CA?jid=e6c7929cb56c977c",2024-02-01T22:02:23Z
Full Stack Programmer III,Remote,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Mindteck/Job/Full-Stack-Programmer-III/-in-Remote,OR?jid=09c50effe4f613b9",2024-02-01T22:02:23Z
Salesforce Business Systems Analyst,Phoenix,$75 - $95 / hr,Contractor,"https://www.ziprecruiter.com/c/Strategic-Resource-Partners,-Inc./Job/Salesforce-Business-Systems-Analyst/-in-Phoenix,AZ?jid=6995a871c1271e4a",2024-02-01T22:02:23Z
Business Analyst,Torrance,$50 - $70 / hr,Contractor,"https://www.ziprecruiter.com/c/Tentek,-Inc./Job/Business-Analyst/-in-Torrance,CA?jid=10440c44434e55eb",2024-02-01T22:02:23Z
Cyber Security Analyst,San Antonio,$45 - $51 / hr,Contractor,"https://www.ziprecruiter.com/c/LOD-Staffing/Job/Cyber-Security-Analyst/-in-San-Antonio,TX?jid=6e5c4b308b389447",2024-02-01T22:02:23Z
Data Science / Data Engineer,San Jose,$134K - $161K / yr,Contractor,"https://www.ziprecruiter.com/c/Jobsbridge/Job/Data-Science-Data-Engineer/-in-San-Jose,CA?jid=7bf6c2ae8a940507",2024-02-01T22:02:23Z
Data Identity Security Engineer I-III,Myrtle Point,$46 - $77 / hr,Contractor,"https://www.ziprecruiter.com/c/InfoAge-Solutions-(IAS)/Job/Data-Identity-Security-Engineer-I-III/-in-Myrtle-Point,OR?jid=bed15c0c3182bd6f",2024-02-01T22:02:23Z
Data Center Smart Hands Personnel - 3 month Contract,Irvine,$35 - $40 / hr,Contractor,"https://www.ziprecruiter.com/c/Source-1-Solutions/Job/Data-Center-Smart-Hands-Personnel-3-month-Contract/-in-Irvine,CA?jid=e2d5a0655870e785",2024-02-01T22:02:23Z
GLP/GCLP Quality Professional,San Francisco,$0 / ,Contractor,"https://www.ziprecruiter.com/c/US-Tech-Solutions/Job/GLP-GCLP-Quality-Professional/-in-San-Francisco,CA?jid=90e1c3170fa6ef46",2024-02-01T22:02:23Z
Clinical-Scientific - Bench Scientist,Boulder,$37 - $46.50 / hr,Contractor,"https://www.ziprecruiter.com/c/Pioneer-Data-Systems/Job/Clinical-Scientific-Bench-Scientist/-in-Boulder,CO?jid=c574faed61760045",2024-02-01T22:02:23Z
Cross Channel Strategy Lead,Myrtle Point,$61K - $75K / yr,Contractor,"https://www.ziprecruiter.com/c/Mentis-Systems/Job/Cross-Channel-Strategy-Lead/-in-Myrtle-Point,OR?jid=e1942b3b6bb5692c",2024-02-01T22:02:23Z
Bench Scientist - Cell Biology & Translational Research,Boulder,$37 - $46.50 / hr,Contractor,"https://www.ziprecruiter.com/c/Pioneer-Data-Systems/Job/Bench-Scientist-Cell-Biology-&-Translational-Research/-in-Boulder,CO?jid=79d1e6fb8c5eeeaa",2024-02-01T22:02:23Z
DATA ANALYST,Eden Prairie,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Skiltrek/Job/DATA-ANALYST/-in-Eden-Prairie,MN?jid=fde373426b99cef2",2024-02-01T22:02:23Z
Technology Data & Reporting Analyst,Remote,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Abacus-Service-Corporation/Job/Technology-Data-&-Reporting-Analyst/-in-Remote,OR?jid=48dee10fb9341efc",2024-02-01T22:02:23Z
Data Engineer,Berkeley Heights,$100 - $105 / hr,Contractor,"https://www.ziprecruiter.com/c/Veterans-Sourcing-Group/Job/Data-Engineer/-in-Berkeley-Heights,NJ?jid=00599636a90043f0",2024-02-01T22:02:27Z
Data Engineer,Seattle,$60 - $69.62 / hr,Contractor,"https://www.ziprecruiter.com/c/Primary-Talent-Partners/Job/Data-Engineer/-in-Seattle,WA?jid=c4187243be05c065",2024-02-01T22:02:27Z
Azure Data Engineer,Phoenix,$70 / hr,Contractor,"https://www.ziprecruiter.com/c/Solugenix/Job/Azure-Data-Engineer/-in-Phoenix,AZ?jid=2f30c2f1b44eaf9c",2024-02-01T22:02:27Z
Data Engineer,Remote,$114K - $137K / yr,Contractor,"https://www.ziprecruiter.com/c/Sara-Software-Systems/Job/Data-Engineer/-in-Remote,OR?jid=421e32e782a366a3",2024-02-01T22:02:27Z
Data Analytics Engineer,Santa Monica,$90K - $120K / yr,Contractor,"https://www.ziprecruiter.com/c/Oceanfront-Analytics/Job/Data-Analytics-Engineer/-in-Santa-Monica,CA?jid=6794a96540943187",2024-02-01T22:02:27Z
Retail POS - Software Engineer - 6 Month Contract (USC/GC ONLY),Nashville,$70 - $75 / hr,Contractor,"https://www.ziprecruiter.com/c/GTN-Technical-Staffing/Job/Retail-POS-Software-Engineer-6-Month-Contract-(USC-GC-ONLY)/-in-Nashville,TN?jid=33ba0c635b2bcb8a",2024-02-01T22:02:27Z
Transportation Engineer,East Peoria,$55 - $60 / hr,Contractor,"https://www.ziprecruiter.com/c/Volt/Job/Transportation-Engineer/-in-East-Peoria,IL?jid=47eb17aa3856f3a0",2024-02-01T22:02:27Z
Data Engineer II,Remote,$114K - $137K / yr,Contractor,"https://www.ziprecruiter.com/c/Mindteck/Job/Data-Engineer-II/-in-Remote,OR?jid=39a665eea17e23f5",2024-02-01T22:02:27Z
Data Engineer,Menlo Park,$45 - $80 / hr,Contractor,"https://www.ziprecruiter.com/c/TEKsystems/Job/Data-Engineer/-in-Menlo-Park,CA?jid=0dc09c65131bb602",2024-02-01T22:02:27Z
PCB Design Engineer,Milpitas,$80 - $84 / hr,Contractor,"https://www.ziprecruiter.com/c/Synectics-Inc./Job/PCB-Design-Engineer/-in-Milpitas,CA?jid=3730136c31e5a8cf",2024-02-01T22:02:27Z
Mechanical Engineer (DOD/Military),Ogden,$77 - $83 / hr,Contractor,"https://www.ziprecruiter.com/c/NESC-Staffing,-Corp/Job/Mechanical-Engineer-(DOD-Military)/-in-Ogden,UT?jid=c8a0961dc4d853a5",2024-02-01T22:02:27Z
Salesforce Software Engineer,Columbus,"$120,000 / yr",Contractor,"https://www.ziprecruiter.com/c/AllSTEM-Connections/Job/Salesforce-Software-Engineer/-in-Columbus,OH?jid=06cb0c8739737190",2024-02-01T22:02:27Z
Transport Engineer,Littleton,$55 - $60 / hr,Contractor,"https://www.ziprecruiter.com/c/WAVSYS/Job/Transport-Engineer/-in-Littleton,CO?jid=9d8969d276373759",2024-02-01T22:02:27Z
Maintainability Engineer - REMOTE,San Jose,$40 - $53 / hr,Contractor,"https://www.ziprecruiter.com/c/Amtec-Enterprise-1/Job/Maintainability-Engineer-REMOTE/-in-San-Jose,CA?jid=c185b30e7a98d5cf",2024-02-01T22:02:27Z
Traffic Engineer,Santa Clara,$55 - $75 / hr,Contractor,"https://www.ziprecruiter.com/c/Nextaff/Job/Traffic-Engineer/-in-Santa-Clara,CA?jid=b2addde287442c61",2024-02-01T22:02:27Z
Software Engineer IV,Redwood City,$85 - $95 / hr,Contractor,"https://www.ziprecruiter.com/c/Mason-Grey-Corporation/Job/Software-Engineer-IV/-in-Redwood-City,CA?jid=d49a84e73247aa4d",2024-02-01T22:02:27Z
Senior Solutions Architect / Programmer Analyst- Hybrid,Alhambra,$70 - $75 / hr,Contractor,"https://www.ziprecruiter.com/c/The-Norland-Group/Job/Senior-Solutions-Architect-Programmer-Analyst-Hybrid/-in-Alhambra,CA?jid=7fa6d8caa2ca114d",2024-02-01T22:02:27Z
Data Engineer,Plano,$45 - $50 / hr,Contractor,"https://www.ziprecruiter.com/c/Pyramid-Consulting/Job/Data-Engineer/-in-Plano,TX?jid=ac2203c7bedd8177",2024-02-01T22:02:27Z
Remote Data Engineer,Los Angeles,$123K - $148K / yr,Contractor,"https://www.ziprecruiter.com/c/OSTechnical/Job/Remote-Data-Engineer/-in-Los-Angeles,CA?jid=b65c2284ef06ed3c",2024-02-01T22:02:27Z
Quality Engineer II,Los Angeles,$33 - $44 / hr,Contractor,"https://www.ziprecruiter.com/c/Amtec-Enterprise/Job/Quality-Engineer-II/-in-Los-Angeles,CA?jid=ce2bda142c103765",2024-02-01T22:02:27Z
Data Modeler,Columbus,"$149,000 / yr",Contractor,"https://www.ziprecruiter.com/c/AllSTEM-Connections/Job/Data-Modeler/-in-Columbus,OH?jid=1b1cd3e41546157b",2024-02-01T22:02:31Z
Data Scientist (Mechanical Engineering),Thousand Oaks,$40 - $48 / hr,Contractor,"https://www.ziprecruiter.com/c/Collabera/Job/Data-Scientist-(Mechanical-Engineering)/-in-Thousand-Oaks,CA?jid=a490f66feaefff46",2024-02-01T22:02:31Z
Lab Operations Engineer - Datacenter Infrastructure - Permanent,Tukwila,$114K - $135K / yr,Contractor,"https://www.ziprecruiter.com/c/Biblioso-Corporation/Job/Lab-Operations-Engineer-Datacenter-Infrastructure-Permanent/-in-Tukwila,WA?jid=af305f70ae0a7235",2024-02-01T22:02:31Z
ETL Developer Data Vault,Washington,$65 - $75 / hr,Contractor,"https://www.ziprecruiter.com/c/Sylger-Corporation/Job/ETL-Developer-Data-Vault/-in-Washington,DC?jid=04077761f4988833",2024-02-01T22:02:31Z
Sr. Material Compliance Engineer,Irvine,$40 - $53 / hr,Contractor,"https://www.ziprecruiter.com/c/Zobility/Job/Sr.-Material-Compliance-Engineer/-in-Irvine,CA?jid=90d91c43fa5bbfe4",2024-02-01T22:02:31Z
Engineer Product II,Cedar Falls,$40 - $45 / hr,Contractor,"https://www.ziprecruiter.com/c/Volt/Job/Engineer-Product-II/-in-Cedar-Falls,IA?jid=5fc43b2f445c09f1",2024-02-01T22:02:31Z
Data Engineer,Remote,$114K - $137K / yr,Contractor,"https://www.ziprecruiter.com/c/Abacus-Service-Corporation/Job/Data-Engineer/-in-Remote,OR?jid=d2c1adf585d4e0ec",2024-02-01T22:02:31Z
"#31765, 31766 - Data Analyst/Data Developer - CONTRACT TO HIRE (CTH) ROLE",Deerfield,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Halo-Group/Job/-31765,-31766-Data-Analyst-Data-Developer-CONTRACT-TO-HIRE-(CTH)-ROLE/-in-Deerfield,IL?jid=a081cb501ad34506",2024-02-01T22:02:31Z
Manufacturing Engineer - Fab environment,Hillsboro,$30 - $42 / hr,Contractor,"https://www.ziprecruiter.com/c/Infobahn-SoftWorld-Inc/Job/Manufacturing-Engineer-Fab-environment/-in-Hillsboro,OR?jid=38fb25365dde0a90",2024-02-01T22:02:31Z
